qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_time,q2_time,q3_time
5449,880,154,208,8,8,1:44.284,1:37.641,1:29.013,104284,97641,89013
5450,880,814,10,14,9,1:45.601,1:36.901,1:29.305,105601,96901,89305
5451,880,18,1,5,10,1:44.688,1:36.644,1:30.357,104688,96644,90357
5464,881,20,9,1,1,1:37.899,1:37.245,1:49.674,97899,97245,109674
5465,881,13,6,4,2,1:37.712,1:36.874,1:50.587,97712,96874,110587
5466,881,4,6,3,3,1:37.314,1:36.877,1:50.727,97314,96877,110727
5467,881,1,131,10,4,1:37.513,1:36.517,1:51.699,97513,96517,111699
5468,881,17,9,2,5,1:37.619,1:36.449,1:52.244,97619,96449,112244
5469,881,3,131,9,6,1:37.239,1:36.190,1:52.519,97239,96190,112519
5470,881,8,208,7,7,1:36.959,1:36.640,1:52.970,96959,96640,112970
5471,881,18,1,5,8,1:37.487,1:37.117,1:53.175,97487,97117,113175
5472,881,16,10,15,9,1:36.809,1:36.834,1:53.439,96809,96834,113439
5473,881,815,1,6,10,1:37.702,1:37.342,1:54.136,97702,97342,114136
5486,882,1,131,10,1,1:35.793,1:35.078,1:34.484,95793,95078,94484
5487,882,8,208,7,2,1:37.046,1:35.659,1:34.761,97046,95659,94761
5488,882,4,6,3,3,1:36.253,1:35.148,1:34.788,96253,95148,94788
5489,882,3,131,9,4,1:35.959,1:35.537,1:34.861,95959,95537,94861
5490,882,13,6,4,5,1:35.972,1:35.403,1:34.933,95972,95403,94933
5491,882,154,208,8,6,1:36.929,1:36.065,1:35.364,96929,96065,95364
5492,882,817,5,19,7,1:36.993,1:36.258,1:35.998,96993,96258,95998
5508,883,3,131,9,1,1:33.364,1:32.867,1:32.330,93364,92867,92330
5509,883,20,9,1,2,1:33.327,1:32.746,1:32.584,93327,92746,92584
5510,883,4,6,3,3,1:32.878,1:33.316,1:32.667,92878,93316,92667
5511,883,1,131,10,4,1:33.498,1:33.346,1:32.762,93498,93346,92762
5512,883,17,9,2,5,1:33.966,1:33.098,1:33.078,93966,93098,93078
5513,883,13,6,4,6,1:33.780,1:33.358,1:33.207,93780,93358,93207
5514,883,814,10,14,7,1:33.762,1:33.335,1:33.235,93762,93335,93235
5515,883,16,10,15,8,1:34.048,1:33.378,1:33.246,94048,93378,93246
5516,883,8,208,7,9,1:33.827,1:33.146,1:33.327,93827,93146,93327
5530,884,3,131,9,1,1:21.913,1:21.776,1:20.718,81913,81776,80718
5531,884,1,131,10,2,1:21.728,1:21.001,1:20.972,81728,81001,80972
5532,884,20,9,1,3,1:22.158,1:21.602,1:21.054,82158,81602,81054
5533,884,8,208,7,4,1:22.210,1:21.676,1:21.177,82210,81676,81177
5534,884,4,6,3,5,1:22.264,1:21.646,1:21.218,82264,81646,81218
5535,884,13,6,4,6,1:22.492,1:21.978,1:21.219,82492,81978,81219
5536,884,154,208,8,7,1:22.613,1:21.998,1:21.308,82613,81998,81308
5537,884,17,9,2,8,1:22.342,1:21.718,1:21.570,82342,81718,81570
5538,884,815,1,6,9,1:23.116,1:21.790,1:22.069,83116,81790,82069
5539,884,814,10,14,10,1:22.663,1:22.019,1:22.233,82663,82019,82233
5552,885,3,131,9,1,1:24.620,1:16.135,1:13.876,84620,76135,73876
5553,885,1,131,10,2,1:23.779,1:16.265,1:13.967,83779,76265,73967
5554,885,20,9,1,3,1:24.243,1:15.988,1:13.980,84243,75988,73980
5555,885,17,9,2,4,1:25.352,1:17.322,1:14.181,85352,77322,74181
5556,885,8,208,7,5,1:25.835,1:16.040,1:14.822,85835,76040,74822
5557,885,4,6,3,6,1:23.712,1:16.510,1:14.824,83712,76510,74824
5558,885,815,1,6,7,1:24.682,1:17.748,1:15.138,84682,77748,75138
5559,885,16,10,15,8,1:25.108,1:17.261,1:15.383,85108,77261,75383
5560,885,18,1,5,9,1:23.744,1:17.420,1:15.647,83744,77420,75647
5561,885,818,5,18,10,1:23.699,1:17.623,1:15.703,83699,77623,75703
5574,886,20,9,1,1,1:22.318,1:28.166,1:25.425,82318,88166,85425
5575,886,1,131,10,2,1:23.801,1:27.649,1:25.512,83801,87649,85512
5576,886,822,3,17,3,1:23.446,1:28.419,1:25.897,83446,88419,85897
5577,886,3,131,9,4,1:23.840,1:28.420,1:26.008,83840,88420,86008
5578,886,17,9,2,5,1:23.247,1:28.145,1:26.208,83247,88145,86208
5579,886,4,6,3,6,1:23.224,1:28.788,1:26.504,83224,88788,86504
5580,886,818,5,18,7,1:24.159,1:28.527,1:26.543,84159,88527,86543
5581,886,16,10,15,8,1:24.551,1:28.799,1:27.348,84551,88799,87348
5582,886,8,208,7,9,1:24.451,1:28.667,1:27.432,84451,88667,87432
5583,886,817,5,19,10,1:24.770,1:29.359,1:27.946,84770,89359,87946
5596,887,1,131,10,1,1:30.995,1:31.224,1:29.607,90995,91224,89607
5597,887,3,131,9,2,1:31.355,1:31.028,1:30.059,91355,91028,90059
5598,887,20,9,1,3,1:31.559,1:30.990,1:30.211,91559,90990,90211
5599,887,17,9,2,4,1:31.605,1:31.002,1:30.220,91605,91002,90220
5600,887,814,10,14,5,1:32.062,1:31.291,1:30.736,92062,91291,90736
5601,887,817,5,19,6,1:32.097,1:31.182,1:30.757,92097,91182,90757
5602,887,16,10,15,7,1:32.002,1:31.097,1:30.908,92002,91097,90908
5603,887,154,208,8,8,1:31.466,1:31.530,1:30.955,91466,91530,90955
5604,887,8,208,7,9,1:31.400,1:31.592,1:30.962,91400,91592,90962
5605,887,4,6,3,10,1:32.266,1:31.387,1:30.979,92266,91387,90979
5618,888,1,131,10,1,1:31.131,1:30.152,1:29.398,91131,90152,89398
5619,888,20,9,1,2,1:31.269,1:29.992,1:29.501,91269,89992,89501
5620,888,17,9,2,3,1:31.428,1:30.217,1:29.608,91428,90217,89608
5621,888,8,208,7,4,1:30.676,1:29.852,1:29.892,90676,89852,89892
5622,888,154,208,8,5,1:31.242,1:30.005,1:29.959,91242,90005,89959
5623,888,817,5,19,6,1:31.081,1:30.223,1:30.528,91081,90223,90528
5624,888,13,6,4,7,1:30.547,1:29.825,1:31.126,90547,89825,91126
5625,888,4,6,3,8,1:30.709,1:29.962,1:31.209,90709,89962,91209
5640,890,1,131,10,1,1:20.363,1:19.862,1:19.388,80363,79862,79388
5641,890,20,9,1,2,1:20.646,1:19.992,1:19.426,80646,79992,79426
5642,890,154,208,8,3,1:20.447,1:20.101,1:19.595,80447,80101,79595
5643,890,3,131,9,4,1:20.350,1:19.778,1:19.720,80350,79778,79720
5644,890,4,6,3,5,1:20.652,1:20.183,1:19.791,80652,80183,79791
5645,890,8,208,7,6,1:20.867,1:20.243,1:19.851,80867,80243,79851
5646,890,13,6,4,7,1:21.004,1:20.460,1:19.929,81004,80460,79929
5647,890,817,5,19,8,1:21.181,1:20.527,1:20.641,81181,80527,80641
5648,890,815,1,6,9,1:21.612,1:20.545,1:22.398,81612,80545,82398
5662,891,1,131,10,1,2:00.368,1:49.067,2:01.012,120368,109067,121012
5663,891,20,9,1,2,2:01.863,1:48.646,2:01.200,121863,108646,121200
5664,891,17,9,2,3,2:01.597,1:48.641,2:01.325,121597,108641,121325
5665,891,3,131,9,4,2:01.099,1:48.552,2:02.251,121099,108552,122251
5666,891,814,10,14,5,2:02.338,1:48.925,2:02.332,122338,108925,122332
5667,891,18,1,5,6,2:01.301,1:48.641,2:03.075,121301,108641,123075
5668,891,154,208,8,7,2:02.476,1:48.649,2:03.081,122476,108649,123081
5669,891,8,208,7,8,2:01.151,1:48.296,2:03.390,121151,108296,123390
5670,891,4,6,3,9,2:00.190,1:48.309,2:03.482,120190,108309,123482
5671,891,13,6,4,10,2:01.462,1:49.020,2:04.059,121462,109020,124059
5684,892,20,9,1,1,1:24.319,1:23.977,1:23.755,84319,83977,83755
5685,892,17,9,2,2,1:24.923,1:24.263,1:23.968,84923,84263,83968
5686,892,807,15,11,3,1:24.776,1:24.305,1:24.065,84776,84305,84065
5687,892,13,6,4,4,1:24.950,1:24.479,1:24.132,84950,84479,84132
5688,892,4,6,3,5,1:24.661,1:24.227,1:24.142,84661,84227,84142
5689,892,3,131,9,6,1:24.527,1:24.393,1:24.192,84527,84393,84192
5690,892,817,5,19,7,1:24.655,1:24.290,1:24.209,84655,84290,84209
5691,892,815,1,6,8,1:24.635,1:24.592,1:24.502,84635,84592,84502
5692,892,18,1,5,9,1:24.739,1:24.563,1:24.515,84739,84563,84515
5693,892,818,5,18,10,1:24.630,1:24.575,1:28.050,84630,84575,88050
5706,893,20,9,1,1,1:45.376,1:42.905,1:42.841,105376,102905,102841
5707,893,3,131,9,2,1:45.208,1:43.892,1:42.932,105208,103892,102932
5708,893,154,208,8,3,1:45.851,1:43.957,1:43.058,105851,103957,103058
5709,893,17,9,2,4,1:45.271,1:43.272,1:43.152,105271,103272,103152
5710,893,1,131,10,5,1:44.196,1:43.920,1:43.254,104196,103920,103254
5711,893,13,6,4,6,1:45.658,1:44.376,1:43.890,105658,104376,103890
5712,893,4,6,3,7,1:45.115,1:44.153,1:43.938,105115,104153,103938
5713,893,18,1,5,8,1:45.009,1:44.497,1:44.282,105009,104497,104282
5714,893,817,5,19,9,1:45.379,1:44.407,1:44.439,105379,104407,104439
5728,894,20,9,1,1,1:38.683,1:37.569,1:37.202,98683,97569,97202
5729,894,1,131,10,2,1:38.574,1:37.824,1:37.420,98574,97824,97420
5730,894,17,9,2,3,1:39.138,1:37.840,1:37.464,99138,97840,97464
5731,894,154,208,8,4,1:39.065,1:38.076,1:37.531,99065,98076,97531
5732,894,3,131,9,5,1:38.418,1:38.031,1:37.679,98418,98031,97679
5733,894,4,6,3,6,1:38.520,1:37.978,1:38.038,98520,97978,98038
5734,894,13,6,4,7,1:38.884,1:38.295,1:38.223,98884,98295,98223
5735,894,807,15,11,8,1:38.427,1:37.913,1:38.237,98427,97913,98237
5736,894,821,15,12,9,1:38.725,1:38.327,1:38.405,98725,98327,98405
5737,894,8,208,7,10,1:38.341,1:38.181,1:38.822,98341,98181,98822
5750,895,17,9,2,1,1:32.271,1:31.513,1:30.915,92271,91513,90915
5751,895,20,9,1,2,1:32.397,1:31.290,1:31.089,92397,91290,91089
5752,895,1,131,10,3,1:32.340,1:31.636,1:31.253,92340,91636,91253
5753,895,154,208,8,4,1:31.824,1:31.565,1:31.365,91824,91565,91365
5754,895,13,6,4,5,1:31.994,1:31.668,1:31.378,91994,91668,91378
5755,895,3,131,9,6,1:32.244,1:31.764,1:31.397,92244,91764,91397
5756,895,807,15,11,7,1:32.465,1:31.848,1:31.644,92465,91848,91644
5757,895,4,6,3,8,1:32.371,1:31.828,1:31.665,92371,91828,91665
5758,895,8,208,7,9,1:32.377,1:31.662,1:31.684,92377,91662,91684
5759,895,18,1,5,10,1:32.606,1:31.838,1:31.827,92606,91838,91827
5772,896,20,9,1,1,1:25.943,1:24.568,1:24.119,85943,84568,84119
5773,896,3,131,9,2,1:25.833,1:25.304,1:24.871,85833,85304,84871
5774,896,1,131,10,3,1:25.802,1:25.259,1:24.941,85802,85259,84941
5775,896,17,9,2,4,1:25.665,1:25.097,1:25.047,85665,85097,85047
5776,896,13,6,4,5,1:25.793,1:25.389,1:25.201,85793,85389,85201
5777,896,8,208,7,6,1:25.819,1:25.191,1:25.248,85819,85191,85248
5778,896,807,15,11,7,1:25.883,1:25.339,1:25.334,85883,85339,85334
5779,896,4,6,3,8,1:25.934,1:24.885,1:25.826,85934,84885,85826
5780,896,815,1,6,9,1:26.107,1:25.365,1:26.153,86107,85365,86153
5781,896,18,1,5,10,1:25.574,1:25.458,1:26.487,85574,85458,86487
5794,897,17,9,2,1,1:41.568,1:40.575,1:39.957,101568,100575,99957
5795,897,20,9,1,2,1:41.683,1:40.781,1:40.075,101683,100781,100075
5796,897,3,131,9,3,1:41.420,1:40.473,1:40.419,101420,100473,100419
5797,897,1,131,10,4,1:40.693,1:40.477,1:40.501,100693,100477,100501
5798,897,8,208,7,5,1:41.276,1:40.971,1:40.542,101276,100971,100542
5799,897,807,15,11,6,1:41.631,1:40.931,1:40.576,101631,100931,100576
5800,897,154,208,8,7,1:41.447,1:40.948,1:40.997,101447,100948,100997
5801,897,13,6,4,8,1:41.254,1:40.989,1:41.015,101254,100989,101015
5802,897,815,1,6,9,1:41.687,1:40.812,1:41.068,101687,100812,101068
5803,897,817,5,19,10,1:41.884,1:40.852,1:41.111,101884,100852,101111
5816,898,20,9,1,1,1:38.516,1:37.065,1:36.338,98516,97065,96338
5817,898,17,9,2,2,1:38.161,1:37.312,1:36.441,98161,97312,96441
5818,898,154,208,8,3,1:38.676,1:37.523,1:37.155,98676,97523,97155
5819,898,807,15,11,4,1:38.339,1:37.828,1:37.296,98339,97828,97296
5820,898,1,131,10,5,1:37.959,1:37.854,1:37.345,97959,97854,97345
5821,898,4,6,3,6,1:38.929,1:37.368,1:37.376,98929,97368,97376
5822,898,815,1,6,7,1:38.367,1:38.040,1:37.452,98367,98040,97452
5823,898,5,208,7,8,1:38.375,1:38.078,1:37.715,98375,98078,97715
5824,898,822,3,17,9,1:37.821,1:37.439,1:37.836,97821,97439,97836
5825,898,821,15,12,10,1:38.082,1:38.031,1:38.034,98082,98031,98034
5838,899,20,9,1,1,1:25.381,1:26.420,1:26.479,85381,86420,86479
5839,899,3,131,9,2,1:25.556,1:26.626,1:27.102,85556,86626,87102
5840,899,4,6,3,3,1:26.656,1:26.590,1:27.539,86656,86590,87539
5841,899,17,9,2,4,1:26.689,1:26.963,1:27.572,86689,86963,87572
5842,899,1,131,10,5,1:25.342,1:26.698,1:27.677,85342,86698,87677
5843,899,154,208,8,6,1:26.453,1:26.161,1:27.737,86453,86161,87737
5844,899,817,5,19,7,1:27.209,1:27.078,1:28.052,87209,87078,88052
5845,899,818,5,18,8,1:27.124,1:27.363,1:28.081,87124,87363,88081
5846,899,13,6,4,9,1:26.817,1:27.049,1:28.109,86817,87049,88109
5847,899,807,15,11,10,1:26.071,1:27.441,1:29.582,86071,87441,89582
5860,900,1,131,44,1,1:31.699,1:42.890,1:44.231,91699,102890,104231
5861,900,817,9,3,2,1:30.775,1:42.295,1:44.548,90775,102295,104548
5862,900,3,131,6,3,1:32.564,1:42.264,1:44.595,92564,102264,104595
5863,900,825,1,20,4,1:30.949,1:43.247,1:45.745,90949,103247,105745
5864,900,4,6,14,5,1:31.388,1:42.805,1:45.819,91388,102805,105819
5865,900,818,5,25,6,1:33.488,1:43.849,1:45.864,93488,103849,105864
5866,900,807,10,27,7,1:33.893,1:43.658,1:46.030,93893,103658,106030
5867,900,826,5,26,8,1:33.777,1:44.331,1:47.368,93777,104331,107368
5868,900,13,3,19,9,1:31.228,1:44.242,1:48.079,91228,104242,108079
5869,900,822,3,77,10,1:31.601,1:43.852,1:48.147,91601,103852,108147
5882,901,1,131,44,1,1:57.202,1:59.041,1:59.431,117202,119041,119431
5883,901,20,9,1,2,1:57.654,1:59.399,1:59.486,117654,119399,119486
5884,901,3,131,6,3,1:57.183,1:59.445,2:00.050,117183,119445,120050
5885,901,4,6,14,4,1:58.889,2:01.356,2:00.175,118889,121356,120175
5886,901,817,9,3,5,1:58.913,2:00.147,2:00.541,118913,120147,120541
5887,901,8,6,7,6,1:59.257,2:01.532,2:01.218,119257,121532,121218
5888,901,807,10,27,7,1:58.883,2:00.839,2:01.712,118883,120839,121712
5889,901,825,1,20,8,2:00.356,2:02.094,2:02.213,120356,122094,122213
5890,901,818,5,25,9,2:01.689,2:02.096,2:03.078,121689,122096,123078
5891,901,18,1,22,10,2:00.889,2:01.810,2:04.053,120889,121810,124053
5904,902,3,131,6,1,1:35.439,1:33.708,1:33.185,95439,93708,93185
5905,902,1,131,44,2,1:35.323,1:33.872,1:33.464,95323,93872,93464
5906,902,817,9,3,3,1:36.220,1:34.592,1:34.051,96220,94592,94051
5907,902,822,3,77,4,1:34.934,1:34.842,1:34.247,94934,94842,94247
5908,902,815,10,11,5,1:34.998,1:34.747,1:34.346,94998,94747,94346
5909,902,8,6,7,6,1:35.234,1:34.925,1:34.368,95234,94925,94368
5910,902,18,1,22,7,1:35.699,1:34.714,1:34.387,95699,94714,94387
5911,902,13,3,19,8,1:35.085,1:34.842,1:34.511,95085,94842,94511
5912,902,825,1,20,9,1:35.288,1:34.904,1:34.712,95288,94904,94712
5913,902,4,6,14,10,1:35.251,1:34.723,1:34.992,95251,94723,94992
5926,853,20,9,1,1,1:24.002,1:22.914,1:22.275,84002,82914,82275
